Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,activity_nM,activity_M,pActivity,binding_label
CHEMBL5556489,,,761.8,2.0,6.17,5,CC(C)(O)c1cc2nn(CCCCCCCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,IC50,'>',1100.0,nM,,,,UO_0000065,,,,,0,CHEMBL5525798,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,,,OCI-Ly10,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523727,1,Scientific Literature,J Med Chem,2024,,,,,1100.0,1100.0,1.1e-06,5.958607314841775,0
CHEMBL4635421,,,493.52,0.0,0.25,14,O=C1CCC(N2Cc3c(NC(=O)CNc4ccnc(N5CCC[C@@H]5CO)n4)cccc3C2=O)C(=O)N1,Ki,'=',440.0,nM,6.36,,,UO_0000065,12.88,0.24,6.11,4.05,0,CHEMBL4618786,Binding affinity to CBRN (unknown origin) incubated for 60 mins by lenalidomide displacement assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4616687,1,Scientific Literature,ACS Med Chem Lett,2020,,,,,0.44,440.0,4.4e-07,6.356547323513812,1
CHEMBL5575700,,,833.94,3.0,5.75,32; CBPD-290,CC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCC(CCN3Cc4cc5c(cc4C3)C(=O)N(C3CCC(=O)NC3=O)C5=O)CC2)C1,IC50,'=',1.3,nM,8.89,,,UO_0000065,10.66,0.2,3.14,6.09,0,CHEMBL5545575,Binding affinity to GST-tagged human CRBN by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5543112,1,Scientific Literature,J Med Chem,2024,,,DEGRADER,,1.3,1.3,1.3e-09,8.886056647693163,1
CHEMBL5566094,,,805.89,3.0,5.11,37; CBPD-216,CC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCC(N3Cc4cc5c(cc4C3)C(=O)N(C3CCC(=O)NC3=O)C5=O)CC2)C1,IC50,'=',1.1,nM,8.96,,,UO_0000065,11.12,0.21,3.85,6.14,0,CHEMBL5545575,Binding affinity to GST-tagged human CRBN by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5543112,1,Scientific Literature,J Med Chem,2024,,,DEGRADER,,1.1,1.1,1.1000000000000001e-09,8.958607314841775,1
CHEMBL5565647,,,833.87,2.0,4.52,10d,CC(=O)c1cc(C(=O)Nc2cc(CO)cc(-c3cnn(C)c3)c2F)c2cc(OCCCCCC(=O)NCCCc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)ccn12,IC50,'=',790.0,nM,6.1,,,UO_0000065,7.32,0.14,1.58,2.9,0,CHEMBL5517055,Inhibition of biotinylated thalidomide binding to CRBN (40 to 442 residues) (unknown origin) incubated for 1 hrs by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5512685,1,Scientific Literature,J Med Chem,2024,,TIME = 1.0 hr,INHIBITOR,,0.79,790.0,7.900000000000001e-07,6.102372908709558,1
CHEMBL5561114,,,278.69,0.0,1.64,8a,O=C1CCC2(CC(c3ccccc3Cl)=NO2)C(=O)N1,Ki,'=',3600.0,nM,5.44,,,UO_0000065,19.53,0.39,3.8,8.03,0,CHEMBL5524487,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by Microscale thermophoresis assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523700,1,Scientific Literature,Eur J Med Chem,2024,,,BINDING AGENT,,3.6,3600.0,3.6000000000000003e-06,5.443697499232712,0
CHEMBL5561864,,,262.24,0.0,1.13,8f,O=C1CCC2(CC(c3ccccc3F)=NO2)C(=O)N1,Ki,'=',15800.0,nM,4.8,,,UO_0000065,18.31,0.35,3.67,7.09,0,CHEMBL5524487,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by Microscale thermophoresis assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523700,1,Scientific Literature,Eur J Med Chem,2024,,,BINDING AGENT,,15.8,15800.0,1.58e-05,4.801342913045577,0
CHEMBL5549746,,,289.25,0.0,0.89,8g,O=C1CCC2(CC(c3ccccc3[N+](=O)[O-])=NO2)C(=O)N1,Ki,'=',5900.0,nM,5.23,,,UO_0000065,18.08,0.34,4.34,4.72,0,CHEMBL5524487,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by Microscale thermophoresis assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523700,1,Scientific Literature,Eur J Med Chem,2024,,,BINDING AGENT,,5.9,5900.0,5.9e-06,5.229147988357856,0
CHEMBL5561261,,,872.95,3.0,6.04,15,CN(CCCO[C@H]1C[C@@H](Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)C1)C[C@H]1CC[C@H](n2cc3cc(NC(=O)c4cccc(C(F)(F)F)n4)c(C(C)(C)O)cc3n2)CC1,IC50,'=',75.0,nM,7.12,,,UO_0000065,8.16,0.15,1.08,3.79,0,CHEMBL5525798,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,,,OCI-Ly10,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523727,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,75.0,75.0,7.500000000000001e-08,7.1249387366083,1
CHEMBL5561239,,,871.98,3.0,7.08,34,CC(C)(O)c1cc2nc([C@H]3CC[C@H](CN4CC5(CC(CCNc6cccc7c6C(=O)N([C@@H]6CCC(=O)NC6=O)C7=O)C5)C4)CC3)sc2cc1NC(=O)c1cccc(C(F)(F)F)n1,IC50,'=',110.0,nM,6.96,,,UO_0000065,7.98,0.15,-0.12,4.0,0,CHEMBL5525798,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,,,OCI-Ly10,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523727,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,110.0,110.0,1.1e-07,6.958607314841775,1
CHEMBL5439152,,,753.33,1.0,4.95,Pro-2,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCN1CCC(c3ccc4c(c3)CN(C3CCC(=O)NC3=O)C4=O)CC1)c1nnc(C)n1-2,IC50,'=',388.1,nM,6.41,,,UO_0000065,8.51,0.17,1.46,4.52,0,CHEMBL5379636,Binding affinity to Nano-Luc fused CRBN (unknown origin) expressed in live HEK293 cells incubated for 30 mins by NanoBRET target engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376000,1,Scientific Literature,J Med Chem,2023,,TIME = 0.5 hr,BINDING AGENT,,388.1,388.1,3.8810000000000004e-07,6.4110563572599855,1
CHEMBL5395213,,,831.44,2.0,7.33,Pro-12,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCNc1ccc(Cc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4)cc1)c1nnc(C)n1-2,IC50,'=',18.7,nM,7.73,,,UO_0000065,9.29,0.18,0.4,5.13,0,CHEMBL5379636,Binding affinity to Nano-Luc fused CRBN (unknown origin) expressed in live HEK293 cells incubated for 30 mins by NanoBRET target engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376000,1,Scientific Literature,J Med Chem,2023,,TIME = 0.5 hr,BINDING AGENT,,18.7,18.7,1.8700000000000002e-08,7.728158393463501,1
CHEMBL4756680,,,115.09,0.0,-1.59,Aminohydantoin,NN1CC(=O)NC1=O,IC50,'=',447000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4679656,Binding affinity to human CRBN-thalidomide binding domain expressed in Escherichia coli by measuring baseline corrected normalized fluorescence by MST based assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4673389,1,Scientific Literature,ACS Med Chem Lett,2021,,,BINDING AGENT,,447.0,447000.0,0.000447,3.3496924768680634,0
CHEMBL4749646,,,878.09,2.0,3.35,23,CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)N5CCC(CCN6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)CC5)CC4)CC3)c12,IC50,'=',460.0,nM,6.34,,,UO_0000065,7.22,0.14,2.99,3.6,0,CHEMBL4729458,Inhibition of CRBN (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4725370,1,Scientific Literature,J Med Chem,2020,,,INHIBITOR,,0.46,460.0,4.6000000000000004e-07,6.337242168318426,1
CHEMBL5563368,,,313.14,0.0,2.29,8b,O=C1CCC2(CC(c3ccc(Cl)cc3Cl)=NO2)C(=O)N1,Ki,'=',3700.0,nM,5.43,,,UO_0000065,17.35,0.37,3.14,8.02,0,CHEMBL5524487,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by Microscale thermophoresis assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523700,1,Scientific Literature,Eur J Med Chem,2024,,,BINDING AGENT,,3.7,3700.0,3.7e-06,5.431798275933005,0
CHEMBL3763941,,,113.12,0.0,-0.19,Glutarimide,O=C1CCCC(=O)N1,Ki,'=',92500.0,nM,4.03,,,UO_0000065,35.66,0.69,4.22,8.74,0,CHEMBL5524487,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by Microscale thermophoresis assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523700,1,Scientific Literature,Eur J Med Chem,2024,,,BINDING AGENT,,92.5,92500.0,9.250000000000001e-05,4.0338582672609675,0
CHEMBL5561250,,,141.17,0.0,0.45,"3,3-dimethylglutarimide",CC1(C)CC(=O)NC(=O)C1,Ki,'=',102900.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5524487,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by Microscale thermophoresis assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523700,1,Scientific Literature,Eur J Med Chem,2024,,,BINDING AGENT,,102.9,102900.0,0.00010290000000000001,3.987584625237567,0
CHEMBL5431754,,,375.37,0.0,-0.72,298,O=C1CCC(N2Cc3ccc(S(=O)(=O)n4nccn4)cc3C2=O)C(=O)N1,IC50,'=',21.0,nM,7.68,,,UO_0000065,20.45,0.4,8.4,5.85,1,CHEMBL5515863,Inhibition of CRBN (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5512664,1,Scientific Literature,J Med Chem,2024,,,INHIBITOR,,21.0,21.0,2.1000000000000003e-08,7.6777807052660805,1
CHEMBL5289875,,,342.3,0.0,0.04,299,O=C1CCC(N2Cc3ccc(OS(=O)(=O)F)cc3C2=O)C(=O)N1,IC50,'=',256.0,nM,6.59,,,UO_0000065,19.26,0.39,6.55,6.0,1,CHEMBL5515863,Inhibition of CRBN (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5512664,1,Scientific Literature,J Med Chem,2024,,,INHIBITOR,,256.0,256.0,2.56e-07,6.59176003468815,1
CHEMBL468,THALIDOMIDE,4.0,258.23,0.0,0.09,Thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,Ki,'=',4400.0,nM,5.36,,,UO_0000065,20.74,0.39,5.27,6.41,0,CHEMBL5340015,Binding affinity to CRBN (unknown origin) assessed as inhibition constant by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5338729,1,Scientific Literature,J Med Chem,2023,,,INHIBITOR,,4.4,4400.0,4.4e-06,5.356547323513812,0
CHEMBL4449512,,,774.72,2.0,6.07,MG-277,O=C1CCC(N2Cc3c(CCCCCNC(=O)[C@@H]4NC5(CCCCC5)[C@@]5(C(=O)Nc6cc(Cl)ccc65)[C@H]4c4cccc(Cl)c4F)cccc3C2=O)C(=O)N1,IC50,'=',2.0,nM,8.7,,,UO_0000065,11.23,0.22,2.63,6.36,0,CHEMBL4323220,Binding affinity to cereblon in human RV4:11 cells expressing wild type p53 assessed as cell growth inhibition measured after 4 days,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4321819,1,Scientific Literature,J Med Chem,2019,,,,,2.0,2.0,2e-09,8.698970004336019,1
CHEMBL4436772,,,893.84,2.0,7.32,MD-222,O=C1CCC(N2Cc3c(CCCCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7cc(Cl)ccc76)[C@H]5c5cccc(Cl)c5F)cc4)cccc3C2=O)C(=O)N1,IC50,'=',5.5,nM,8.26,,,UO_0000065,9.24,0.18,0.94,4.98,0,CHEMBL4323220,Binding affinity to cereblon in human RV4:11 cells expressing wild type p53 assessed as cell growth inhibition measured after 4 days,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4321819,1,Scientific Literature,J Med Chem,2019,,,,,5.5,5.5,5.5000000000000004e-09,8.259637310505756,1
CHEMBL4449512,,,774.72,2.0,6.07,MG-277,O=C1CCC(N2Cc3c(CCCCCNC(=O)[C@@H]4NC5(CCCCC5)[C@@]5(C(=O)Nc6cc(Cl)ccc65)[C@H]4c4cccc(Cl)c4F)cccc3C2=O)C(=O)N1,IC50,'=',2138.0,nM,5.67,,,UO_0000065,7.32,0.14,-0.4,4.15,0,CHEMBL4323232,Binding affinity to cereblon in human MDA-MB-231 cells assessed as reduction in cell growth inhibition measured after 4 days in presence of 100 uM of lenalidomide,B,BAO_0000219,cell-based format,Homo sapiens,,,MDA-MB-231,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4321819,1,Scientific Literature,J Med Chem,2019,CHEMBL3307960,,,,2138.0,2138.0,2.138e-06,5.669992299127241,0
CHEMBL5558963,,,860.93,3.0,5.9,14,CN(CCCOCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)C[C@H]1CC[C@H](n2cc3cc(NC(=O)c4cccc(C(F)(F)F)n4)c(C(C)(C)O)cc3n2)CC1,IC50,'=',32.0,nM,7.5,,,UO_0000065,8.71,0.17,1.59,3.98,0,CHEMBL5525798,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,,,OCI-Ly10,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523727,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,32.0,32.0,3.2e-08,7.494850021680094,1
CHEMBL3989927,IBERDOMIDE,3.0,449.51,0.0,1.86,CC-220,O=C1CC[C@H](N2Cc3c(OCc4ccc(CN5CCOCC5)cc4)cccc3C2=O)C(=O)N1,IC50,'=',12.8,nM,7.89,,,UO_0000065,17.56,0.33,6.03,8.95,0,CHEMBL5380587,Inhibition of N-terminal fused Nano Luc CRBN in HEK293T cells by NanoBRET CRBN engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293T,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376021,1,Scientific Literature,RSC Med Chem,2024,,,INHIBITOR,,12.8,12.8,1.2800000000000002e-08,7.892790030352131,1
CHEMBL43452,POMALIDOMIDE,4.0,273.25,0.0,-0.33,Pomalidomide,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,IC50,'=',1200.0,nM,5.92,,,UO_0000065,21.67,0.4,6.25,5.4,0,CHEMBL4219431,"Displacement of cy5-conjugated 2-((1E,3E,5Z)-5-(1-(6-((4-(2-((2-(2,6-Dioxopiperidin-3-yl)-1-oxoisoindolin-4-yl)oxy)acetamido)butyl)amino)-6-oxohexyl)-3,3-dimethylindolin-2-ylidene)penta-1,3-dien-1-yl)-1,3,3-trimethyl-3H-indol-1-ium from DDB1-fused human full length 6xHis-tagged CRBN expressed in Sf9 insect cells after 10 mins by TR-FRET assay",B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4219026,1,Scientific Literature,J Med Chem,2018,,,,,1.2,1200.0,1.2000000000000002e-06,5.920818753952375,0
CHEMBL5425952,,,300.31,0.0,0.24,CPD-1963,O=C1CC[C@@H](C(=O)NCc2ccc(S(=O)(=O)F)cc2)N1,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL5380587,Inhibition of N-terminal fused Nano Luc CRBN in HEK293T cells by NanoBRET CRBN engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293T,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376021,1,Scientific Literature,RSC Med Chem,2024,,,,,100.0,100000.0,0.0001,4.0,0
CHEMBL5432640,,,793.39,2.0,5.73,Pro-14,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCN1CC3(CCC(c4ccc5c(c4)CN(C4CCC(=O)NC4=O)C5=O)CC3)C1)c1nnc(C)n1-2,IC50,'=',287.2,nM,6.54,,,UO_0000065,8.25,0.16,0.81,4.61,0,CHEMBL5379636,Binding affinity to Nano-Luc fused CRBN (unknown origin) expressed in live HEK293 cells incubated for 30 mins by NanoBRET target engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376000,1,Scientific Literature,J Med Chem,2023,,TIME = 0.5 hr,BINDING AGENT,,287.2,287.2,2.8720000000000003e-07,6.541815564429737,1
CHEMBL5421315,,,808.41,2.0,4.63,Pro-15,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCN1CC(N3CCC(c4ccc5c(c4)CN(C4CCC(=O)NC4=O)C5=O)CC3)C1)c1nnc(C)n1-2,IC50,'=',168.7,nM,6.77,,,UO_0000065,8.38,0.16,2.14,4.67,0,CHEMBL5379636,Binding affinity to Nano-Luc fused CRBN (unknown origin) expressed in live HEK293 cells incubated for 30 mins by NanoBRET target engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376000,1,Scientific Literature,J Med Chem,2023,,TIME = 0.5 hr,BINDING AGENT,,168.7,168.7,1.687e-07,6.772884917410875,1
CHEMBL5394571,,,795.41,2.0,6.12,Pro-5,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCN1CCC(c3ccc4c(c3)CN(C3CCC(=O)NC3=O)C4=O)CC1)c1nnc(C)n1-2,IC50,'=',10.5,nM,7.98,,,UO_0000065,10.03,0.19,1.86,5.62,0,CHEMBL5379637,Binding affinity to Nano-Luc fused CRBN (unknown origin) expressed in digitonin-permeabilized HEK293 cells incubated for 10 mins by NanoBRET target engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376000,1,Scientific Literature,J Med Chem,2023,,TIME = 0.1667 hr,BINDING AGENT,,10.5,10.5,1.0500000000000001e-08,7.978810700930062,1
CHEMBL5398776,,,817.42,2.0,6.94,Pro-11,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCNc1ccc(Cc3ccc4c(c3)CN(C3CCC(=O)NC3=O)C4=O)cc1)c1nnc(C)n1-2,IC50,'=',31.4,nM,7.5,,,UO_0000065,9.18,0.18,0.56,4.98,0,CHEMBL5379637,Binding affinity to Nano-Luc fused CRBN (unknown origin) expressed in digitonin-permeabilized HEK293 cells incubated for 10 mins by NanoBRET target engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376000,1,Scientific Literature,J Med Chem,2023,,TIME = 0.1667 hr,BINDING AGENT,,31.4,31.4,3.14e-08,7.503070351926785,1
CHEMBL468,THALIDOMIDE,4.0,258.23,0.0,0.09,SID170465323,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,Ki,'=',8550.0,nM,5.07,,,UO_0000065,19.63,0.36,4.98,6.07,1,CHEMBL5577336,Binding affinity to human CRBN TBD (319 to 425 residues) assessed as inhibition constant by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5576087,1,Scientific Literature,Bioorg Med Chem Lett,2024,,,BINDING AGENT,,8.55,8550.0,8.550000000000001e-06,5.068033885271827,0
CHEMBL11440,,,330.19,0.0,0.64,2,O=C1CCC(N2C(=O)c3c(F)c(F)c(F)c(F)c3C2=O)C(=O)N1,Ki,'=',6080.0,nM,5.22,,,UO_0000065,15.8,0.31,4.58,6.24,0,CHEMBL5577336,Binding affinity to human CRBN TBD (319 to 425 residues) assessed as inhibition constant by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5576087,1,Scientific Literature,Bioorg Med Chem Lett,2024,,,BINDING AGENT,,6.08,6080.0,6.08e-06,5.216096420727265,0
CHEMBL504,DIMETHYL SULFOXIDE,4.0,78.14,0.0,-0.01,DMSO,C[S+](C)[O-],Ki,'=',137000000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4679652,Competitive binding affinity to human CRBN-thalidomide binding domain expressed in Escherichia coli by FRET assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4673389,1,Scientific Literature,ACS Med Chem Lett,2021,,,BINDING AGENT,,137.0,137000000.0,0.137,0.8632794328435932,0
CHEMBL4756680,,,115.09,0.0,-1.59,Aminohydantoin,NN1CC(=O)NC1=O,Ki,'=',229000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4679656,Binding affinity to human CRBN-thalidomide binding domain expressed in Escherichia coli by measuring baseline corrected normalized fluorescence by MST based assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4673389,1,Scientific Literature,ACS Med Chem Lett,2021,,,BINDING AGENT,,229.0,229000.0,0.000229,3.640164517660112,0
CHEMBL3137312,DASABUVIR,4.0,493.59,0.0,4.02,Dasabuvir,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,IC50,'=',15600.0,nM,4.81,,,UO_0000065,9.74,0.19,0.79,4.36,0,CHEMBL4679656,Binding affinity to human CRBN-thalidomide binding domain expressed in Escherichia coli by measuring baseline corrected normalized fluorescence by MST based assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4673389,1,Scientific Literature,ACS Med Chem Lett,2021,,,BINDING AGENT,,15.6,15600.0,1.56e-05,4.806875401645539,0
CHEMBL43452,POMALIDOMIDE,4.0,273.25,0.0,-0.33,Pomalidomide,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,Ki,'=',10000.0,nM,5.0,,,UO_0000065,18.3,0.34,5.33,4.56,0,CHEMBL4679656,Binding affinity to human CRBN-thalidomide binding domain expressed in Escherichia coli by measuring baseline corrected normalized fluorescence by MST based assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4673389,1,Scientific Literature,ACS Med Chem Lett,2021,,,BINDING AGENT,,10.0,10000.0,1e-05,5.0,0
CHEMBL5418739,,,269.75,0.0,2.48,14b,O=C1CCC(CSc2ccc(Cl)cc2)C(=O)N1,Ki,'=',5100.0,nM,5.29,,,UO_0000065,19.62,0.43,2.81,11.46,0,CHEMBL5355404,Binding affinity to human CRBN thalidomide binding domain assessed as inhibition constant by microscale thermophoresis analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5352463,1,Scientific Literature,Eur J Med Chem,2023,,,BINDING AGENT,,5.1,5100.0,5.1e-06,5.292429823902063,0
CHEMBL5416921,,,321.35,0.0,1.57,15,CCCCNc1ccc(C(=O)NC2CCC(=O)NC2=O)c(F)c1,IC50,'=',62000.0,nM,4.21,,,UO_0000065,13.09,0.25,2.64,4.82,0,CHEMBL5374907,Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,62.0,62000.0,6.2e-05,4.207608310501746,0
