Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,activity_nM,activity_M,pActivity,binding_label
CHEMBL5821970,,,221.21,0.0,0.73,BDBM588319,COC(=O)COc1ccc2c(c1)NC(=O)C2,IC50,'>',300000.0,nM,,Outside typical range,1237143,UO_0000065,,,,,0,CHEMBL5738908,"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.",B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5729525,37,BindingDB Patent Bioactivity Data,,2023,,,,,300000.0,300000.0,0.00030000000000000003,3.5228787452803374,0
CHEMBL43452,POMALIDOMIDE,4.0,273.25,0.0,-0.33,5,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,IC50,'=',120.0,nM,6.92,,,UO_0000065,25.33,0.47,7.25,6.32,0,CHEMBL6077521,Binding affinity to CRBN (unknown origin) expressed in HEK293 cells incubated for 30 mins in presence of tracer by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074698,1,Scientific Literature,ACS Med Chem Lett,2024,,TIME = 0.5 hr,BINDING AGENT,,0.12,120.0,1.2000000000000002e-07,6.920818753952375,1
CHEMBL5779334,,,190.2,0.0,0.6,10,O=C1CCC(c2ccncc2)C(=O)N1,IC50,'=',2700.0,nM,5.57,,,UO_0000065,29.28,0.54,4.97,9.43,0,CHEMBL6077521,Binding affinity to CRBN (unknown origin) expressed in HEK293 cells incubated for 30 mins in presence of tracer by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074698,1,Scientific Literature,ACS Med Chem Lett,2024,,TIME = 0.5 hr,BINDING AGENT,,2.7,2700.0,2.7e-06,5.568636235841013,0
CHEMBL6092000,,,229.24,0.0,1.08,12,O=C1CCC(c2ccc3cn[nH]c3c2)C(=O)N1,IC50,'=',390.0,nM,6.41,,,UO_0000065,27.96,0.51,5.33,8.56,0,CHEMBL6077521,Binding affinity to CRBN (unknown origin) expressed in HEK293 cells incubated for 30 mins in presence of tracer by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074698,1,Scientific Literature,ACS Med Chem Lett,2024,,TIME = 0.5 hr,BINDING AGENT,,0.39,390.0,3.9e-07,6.4089353929735005,1
CHEMBL6103207,,,577.67,2.0,2.86,6,COC1(C(=O)N[C@@H](CCCN)c2ccc(-n3cc(F)cn3)nc2)CCN(c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,IC50,'>',25000.0,nM,,,,UO_0000065,,,,,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,,,25000.0,25000.0,2.5e-05,4.6020599913279625,0
CHEMBL43452,POMALIDOMIDE,4.0,273.25,0.0,-0.33,5,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,IC50,'=',400.0,nM,6.4,,,UO_0000065,23.41,0.44,6.73,5.84,0,CHEMBL6077517,Binding affinity to CRBN (unknown origin) by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074698,1,Scientific Literature,ACS Med Chem Lett,2024,,,BINDING AGENT,,0.4,400.0,4.0000000000000003e-07,6.3979400086720375,1
CHEMBL6134356,,,228.25,0.0,1.69,15,O=C1CCC(c2cccc3cc[nH]c23)C(=O)N1,IC50,'=',870.0,nM,6.06,,,UO_0000065,26.55,0.49,4.37,9.78,0,CHEMBL6077521,Binding affinity to CRBN (unknown origin) expressed in HEK293 cells incubated for 30 mins in presence of tracer by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074698,1,Scientific Literature,ACS Med Chem Lett,2024,,TIME = 0.5 hr,BINDING AGENT,,0.87,870.0,8.7e-07,6.060480747381382,1
CHEMBL6102147,,,179.18,0.0,-0.07,22,O=C1CCC(c2cn[nH]c2)C(=O)N1,IC50,'=',1300.0,nM,5.89,,,UO_0000065,32.85,0.62,5.96,7.86,0,CHEMBL6077521,Binding affinity to CRBN (unknown origin) expressed in HEK293 cells incubated for 30 mins in presence of tracer by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074698,1,Scientific Literature,ACS Med Chem Lett,2024,,TIME = 0.5 hr,BINDING AGENT,,1.3,1300.0,1.3e-06,5.886056647693163,0
CHEMBL5430810,,,525.61,1.0,3.28,3,COc1ccc(CN2[C@@H]3C[C@H]2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,IC50,'>',50000.0,nM,,,,UO_0000065,,,,,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,,,50000.0,50000.0,5e-05,4.301029995663981,0
CHEMBL6120359,,,1039.2,,,18,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCCCCCN5CCN(c6ccc7c(c6)CN(C6CCC(=O)NC6=O)C7=O)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',88.0,nM,7.06,,,UO_0000065,6.79,,,,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,BINDING AGENT,,88.0,88.0,8.800000000000001e-08,7.055517327849832,1
CHEMBL6091995,,,1038.21,,,21,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCCCCCN5CCC(c6ccc7c(c6)CN(C6CCC(=O)NC6=O)C7=O)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',54.2,nM,7.27,,,UO_0000065,7.0,,,,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,BINDING AGENT,,54.2,54.2,5.420000000000001e-08,7.266000713461613,1
CHEMBL6149964,,,495.39,0.0,3.23,MRT-2359,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(OC(F)(F)F)ccc4F)cc3C2=O)C(=O)N1,IC50,'=',385.0,nM,6.42,,,UO_0000065,12.95,0.25,3.18,5.62,0,CHEMBL6126015,Binding affinity to human CRBN by HTRF method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6121050,1,Scientific Literature,J Med Chem,2025,,,BINDING AGENT,,385.0,385.0,3.85e-07,6.414539270491499,1
CHEMBL5953890,,,190.2,0.0,0.6,8,O=C1CCC(c2ccccn2)C(=O)N1,IC50,'=',1900.0,nM,5.72,,,UO_0000065,30.08,0.56,5.12,9.69,0,CHEMBL6077521,Binding affinity to CRBN (unknown origin) expressed in HEK293 cells incubated for 30 mins in presence of tracer by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074698,1,Scientific Literature,ACS Med Chem Lett,2024,,TIME = 0.5 hr,BINDING AGENT,,1.9,1900.0,1.9e-06,5.721246399047171,0
CHEMBL6142919,,,190.2,0.0,0.6,9,O=C1CCC(c2cccnc2)C(=O)N1,IC50,'=',2000.0,nM,5.7,,,UO_0000065,29.96,0.56,5.1,9.65,0,CHEMBL6077521,Binding affinity to CRBN (unknown origin) expressed in HEK293 cells incubated for 30 mins in presence of tracer by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074698,1,Scientific Literature,ACS Med Chem Lett,2024,,TIME = 0.5 hr,BINDING AGENT,,2.0,2000.0,2.0000000000000003e-06,5.698970004336019,0
CHEMBL468,THALIDOMIDE,4.0,258.23,0.0,0.09,Thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,IC50,'=',3260.0,nM,5.49,,,UO_0000065,21.25,0.39,5.4,6.57,0,CHEMBL6086112,Inhibition of GST-tagged wild-type human CRBN incubated for about 3 hrs by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6083272,1,Scientific Literature,J Med Chem,2024,,TIME = 3.0 hr,INHIBITOR,,3.26,3260.0,3.26e-06,5.486782399932061,0
CHEMBL6151096,,,230.23,0.0,0.48,20,O=C1CCC(c2ccnc3[nH]ncc23)C(=O)N1,IC50,'=',720.0,nM,6.14,,Showed 4 Fold Increase In Potency Compared To Parent Compound 10,UO_0000065,26.68,0.49,5.66,7.0,0,CHEMBL6077521,Binding affinity to CRBN (unknown origin) expressed in HEK293 cells incubated for 30 mins in presence of tracer by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074698,1,Scientific Literature,ACS Med Chem Lett,2024,,TIME = 0.5 hr,BINDING AGENT,,0.72,720.0,7.200000000000001e-07,6.142667503568732,1
CHEMBL6141861,,,356.38,0.0,-0.38,9; RR-11163,O=C1CC[C@H](N2Cc3c(ccc4c3OC[C@@H]3CNCCN43)C2=O)C(=O)N1,IC50,'=',1420.0,nM,5.85,,,UO_0000065,16.41,0.31,6.23,6.43,0,CHEMBL6086112,Inhibition of GST-tagged wild-type human CRBN incubated for about 3 hrs by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6083272,1,Scientific Literature,J Med Chem,2024,,TIME = 3.0 hr,INHIBITOR,,1.42,1420.0,1.4200000000000002e-06,5.847711655616943,0
CHEMBL6063585,,,238.29,0.0,2.98,BDBM588345,CC1(C)C(=O)Nc2cc(-c3ccncc3)ccc21,IC50,'>',300000.0,nM,,Outside typical range,1237169,UO_0000065,,,,,0,CHEMBL5738908,"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.",B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5729525,37,BindingDB Patent Bioactivity Data,,2023,,,,,300000.0,300000.0,0.00030000000000000003,3.5228787452803374,0
CHEMBL6037331,,,209.25,0.0,2.85,BDBM588279,O=C1Cc2ccc(-c3ccccc3)cc2N1,IC50,'>',300000.0,nM,,Outside typical range,1237108,UO_0000065,,,,,0,CHEMBL5738908,"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.",B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5729525,37,BindingDB Patent Bioactivity Data,,2023,,,,,300000.0,300000.0,0.00030000000000000003,3.5228787452803374,0
CHEMBL5880887,,,530.54,1.0,1.97,BDBM585782,COc1ccc(OC)c(-c2nccc(NCC(=O)Nc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)n2)c1,IC50,'=',18900.0,nM,4.72,,1232031,UO_0000065,8.9,0.17,2.75,3.11,0,CHEMBL5738796,TBD: TBD,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5729492,37,BindingDB Patent Bioactivity Data,,2022,,,,,18900.0,18900.0,1.8900000000000002e-05,4.723538195826756,0
CHEMBL4635421,,,493.52,0.0,0.25,BDBM50541817,O=C1CCC(N2Cc3c(NC(=O)CNc4ccnc(N5CCC[C@@H]5CO)n4)cccc3C2=O)C(=O)N1,Ki,'=',440.0,nM,6.36,,1232040,UO_0000065,12.88,0.24,6.11,4.05,1,CHEMBL5738796,TBD: TBD,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5729492,37,BindingDB Patent Bioactivity Data,,2022,,,,,440.0,440.0,4.4e-07,6.356547323513812,1
CHEMBL2324726,,,260.25,0.0,0.15,7,O=C1CCC(N2Cc3c(O)cccc3C2=O)C(=O)N1,IC50,'=',690.0,nM,6.16,,,UO_0000065,23.67,0.44,6.01,7.11,0,CHEMBL6086112,Inhibition of GST-tagged wild-type human CRBN incubated for about 3 hrs by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6083272,1,Scientific Literature,J Med Chem,2024,,TIME = 3.0 hr,INHIBITOR,,0.69,690.0,6.900000000000001e-07,6.161150909262744,1
CHEMBL5751188,,,211.22,0.0,1.64,BDBM588359,O=C1Cc2cnc(-c3ccncc3)cc2N1,IC50,'=',200000.0,nM,,Outside typical range,1237181,UO_0000065,,,,,0,CHEMBL5738908,"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.",B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5729525,37,BindingDB Patent Bioactivity Data,,2023,,,,,200000.0,200000.0,0.0002,3.6989700043360187,0
CHEMBL6114884,,,998.1,2.0,4.55,33,CCOc1cc(-c2ccc(N3CCC(COCC(=O)N4CCC(CN5CCN(c6ccc7c(c6)CN(C6CCC(=O)NC6=O)C7=O)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',10.5,nM,7.98,,,UO_0000065,7.99,0.15,3.43,4.03,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,BINDING AGENT,,10.5,10.5,1.0500000000000001e-08,7.978810700930062,1
CHEMBL6082992,,,417.43,0.0,3.04,9,Nc1ncnc2c1c(-c1noc(C3CC3)c1-c1ccccn1)nn2[C@H]1C[C@H](C(=O)O)C1,IC50,'>',50000.0,nM,,,,UO_0000065,,,,,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,,,50000.0,50000.0,5e-05,4.301029995663981,0
CHEMBL6120255,,,444.5,0.0,3.09,10,CCNC(=O)[C@H]1C[C@H](n2nc(-c3noc(C4CC4)c3-c3ccccn3)c3c(N)ncnc32)C1,IC50,'>',50000.0,nM,,,,UO_0000065,,,,,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,,,50000.0,50000.0,5e-05,4.301029995663981,0
CHEMBL6102816,,,1010.16,,,20,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCCCN5CCC(c6ccc7c(c6)CN(C6CCC(=O)NC6=O)C7=O)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',14.9,nM,7.83,,,UO_0000065,7.75,,,,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,BINDING AGENT,,14.9,14.9,1.4900000000000001e-08,7.826813731587726,1
CHEMBL6150305,,,926.04,2.0,4.76,35,CCOc1cc(-c2ccc(N3CCC(CN4CCC(N5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',126.4,nM,6.9,,,UO_0000065,7.45,0.14,2.14,4.02,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,BINDING AGENT,,126.4,126.4,1.2640000000000002e-07,6.898252926053634,1
CHEMBL4582651,PRALSETINIB,4.0,533.61,1.0,4.2,2,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,IC50,'>',50000.0,nM,,,,UO_0000065,,,,,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,,,50000.0,50000.0,5e-05,4.301029995663981,0
CHEMBL6142303,,,633.73,2.0,3.43,6',CCC(=O)NCCC[C@H](NC(=O)C1(OC)CCN(c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1)c1ccc(-n2cc(F)cn2)nc1,IC50,'>',25000.0,nM,,,,UO_0000065,,,,,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,,,25000.0,25000.0,2.5e-05,4.6020599913279625,0
CHEMBL6078053,,,892.05,4.0,5.6,7,COC1(C(=O)N[C@@H](CCCNC(=O)CCCCCCNc2ccc(C3CCC(=O)NC3=O)cc2)c2ccc(-n3cc(F)cn3)nc2)CCN(c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,IC50,'=',1654.6,nM,5.78,,,UO_0000065,6.48,0.12,0.18,2.56,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,1654.6,1654.6,1.6546e-06,5.781306980008644,0
CHEMBL6146336,,,872.05,3.0,5.08,14,CC(C)n1nc(-c2noc(C3CC3)c2-c2cn(C3CCN(C(=O)CCCCCCN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6)CC4)CC3)cn2)c2c(N)ncnc21,IC50,'>',25000.0,nM,,,,UO_0000065,,,,,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,,,25000.0,25000.0,2.5e-05,4.6020599913279625,0
CHEMBL6120470,,,550.67,1.0,3.51,15,COc1ccc(CN2[C@@H]3C[C@H]2CN(c2ccc(-c4cc(OCC5CCNCC5)cn5ncc(C#N)c45)cn2)C3)cn1,IC50,'>',50000.0,nM,,,,UO_0000065,,,,,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,,,50000.0,50000.0,5e-05,4.301029995663981,0
CHEMBL6120359,,,1039.2,,,18,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCCCCCN5CCN(c6ccc7c(c6)CN(C6CCC(=O)NC6=O)C7=O)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',246.3,nM,6.61,,,UO_0000065,6.36,,,,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,246.3,246.3,2.4630000000000003e-07,6.608535588160897,1
CHEMBL6091995,,,1038.21,,,21,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCCCCCN5CCC(c6ccc7c(c6)CN(C6CCC(=O)NC6=O)C7=O)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',27.2,nM,7.57,,,UO_0000065,7.29,,,,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,27.2,27.2,2.7200000000000002e-08,7.565431095965801,1
CHEMBL6078603,,,982.11,2.0,4.89,22-S,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCN5CCC(c6ccc7c(c6)C(=O)N([C@@H]6CCC(=O)NC6=O)C7)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',70.5,nM,7.15,,,UO_0000065,7.28,0.14,2.26,3.79,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,70.5,70.5,7.05e-08,7.151810883008602,1
CHEMBL5752790,,,529.51,1.0,1.76,BDBM585778,O=C1CCC(N2Cc3c(NC(=O)CNc4ccnc(Nc5ccc6c(c5)OCO6)n4)cccc3C2=O)C(=O)N1,Ki,'=',12200.0,nM,4.91,,1232024,UO_0000065,9.28,0.17,3.15,3.0,0,CHEMBL5738796,TBD: TBD,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5729492,37,BindingDB Patent Bioactivity Data,,2022,,,,,12200.0,12200.0,1.22e-05,4.913640169325252,0
