"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL6171404";"";"None";"808.41";"3";"5.01";"9";"Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)N1CCC(CN3CCN(c4ccc5c(c4)CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)c1nnc(C)n1-2";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL6125310";"Binding affinity to CRBN (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6121036";"1";"Scientific Literature";"J Med Chem";"2025";"None";"";"BINDING AGENT";"Active";""
"CHEMBL6145187";"";"None";"823.42";"2";"4.88";"15";"Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)N1CCC(CN3CCN(c4ccc5c(c4)n(C)c(=O)n5C4CCC(=O)NC4=O)CC3)CC1)c1nnc(C)n1-2";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL6125310";"Binding affinity to CRBN (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6121036";"1";"Scientific Literature";"J Med Chem";"2025";"None";"";"BINDING AGENT";"Active";""
"CHEMBL5824566";"";"None";"253.26";"0";"1.83";"BDBM588314";"O=C1Cc2ccc(C(=O)Nc3ccncc3)cc2N1";"IC50";"'='";"200000.0";"nM";"";"Outside typical range";"1237138";"UO_0000065";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"200000.0"
"CHEMBL5781025";"";"None";"503.49";"1";"2.17";"BDBM585774";"O=C1CCC(N2Cc3c(NC(=O)CNc4ccnc(Nc5ccccc5F)n4)cccc3C2=O)C(=O)N1";"IC50";"'='";"29700.0";"nM";"4.53";"";"1232015";"UO_0000065";"8.99";"0.17";"2.36";"3.11";"0";"CHEMBL5738796";"TBD: TBD";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729492";"37";"BindingDB Patent Bioactivity Data";"";"2022";"None";"";"";"";"29700.0"
"CHEMBL5916236";"";"None";"525.57";"1";"2.52";"BDBM585775";"O=C1CCC(N2Cc3c(NC(=O)CNc4ccnc(Nc5ccc6c(c5)CCC6)n4)cccc3C2=O)C(=O)N1";"kon";"'='";"";"";"";"";"1232018";"";"";"";"";"";"0";"CHEMBL5738796";"TBD: TBD";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729492";"37";"BindingDB Patent Bioactivity Data";"";"2022";"None";"";"";"";""
"CHEMBL5977237";"";"None";"493.52";"0";"0.25";"BDBM585777";"O=C1CCC(N2Cc3c(NC(=O)CNc4ccnc(N5CCC[C@H]5CO)n4)cccc3C2=O)C(=O)N1";"k_off";"'='";"";"s-1";"";"";"1232021";"";"";"";"";"";"0";"CHEMBL5738796";"TBD: TBD";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729492";"37";"BindingDB Patent Bioactivity Data";"";"2022";"None";"";"";"";""
"CHEMBL6049151";"";"None";"272.30";"0";"0.96";"BDBM594708";"O=C1CC2(CCN(C(=O)c3ccccc3)CC2)C(=O)N1";"kon";"'='";"";"";"";"";"1260376";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5811913";"";"None";"329.38";"0";"1.57";"BDBM594709";"O=C1CC2(CCN(C(=O)c3ccc4scnc4c3)CC2)C(=O)N1";"kon";"'='";"";"";"";"";"1260377";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5781025";"";"None";"503.49";"1";"2.17";"BDBM585774";"O=C1CCC(N2Cc3c(NC(=O)CNc4ccnc(Nc5ccccc5F)n4)cccc3C2=O)C(=O)N1";"kon";"'='";"";"";"";"";"1232016";"";"";"";"";"";"0";"CHEMBL5738796";"TBD: TBD";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729492";"37";"BindingDB Patent Bioactivity Data";"";"2022";"None";"";"";"";""
"CHEMBL5968430";"";"None";"313.36";"0";"0.92";"BDBM594673";"O=C1CCC2(CCN(C(=O)c3cccc4c3CCN4)C2)C(=O)N1";"Kd";"'='";"6.0";"nM";"8.22";"";"1260341";"UO_0000065";"26.24";"0.49";"7.30";"10.47";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"6.0"
"CHEMBL5968430";"";"None";"313.36";"0";"0.92";"BDBM594673";"O=C1CCC2(CCN(C(=O)c3cccc4c3CCN4)C2)C(=O)N1";"k_off";"'='";"";"s-1";"";"";"1260341";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5813741";"";"None";"313.36";"0";"0.92";"BDBM594674";"O=C1CCC2(CCN(C(=O)c3ccc4c(c3)NCC4)C2)C(=O)N1";"kon";"'='";"";"";"";"";"1260342";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5863582";"";"None";"355.39";"0";"0.86";"BDBM594675";"CC(=O)N1CCc2ccc(C(=O)N3CCC4(CCC(=O)NC4=O)C3)cc21";"k_off";"'='";"";"s-1";"";"";"1260343";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5962185";"";"None";"273.29";"0";"0.50";"BDBM594693";"O=C1NC(=O)C2(CCN(C(=O)c3ccccc3)CC2)N1";"Kd";"'='";"2.0";"nM";"8.70";"";"1260361";"UO_0000065";"31.83";"0.59";"8.20";"11.08";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"2.0"
"CHEMBL6078526";"";"None";"228.25";"0";"1.69";"18";"O=C1CCC(c2cccc3[nH]ccc23)C(=O)N1";"Kd";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"33.38";"0.61";"5.93";"12.30";"0";"CHEMBL6077520";"Binding affinity to CRBN (unknown origin) expressed in HEK293 cells assessed as apparent dissociation constant incubated for 30 mins in presence of tracer by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6074698";"1";"Scientific Literature";"ACS Med Chem Lett";"2024";"None";"TIME = 0.5 hr";"BINDING AGENT";"";"0.024"
"CHEMBL6078223";"";"None";"228.25";"0";"1.69";"23";"O=C1CCC(c2cc3ccccc3[nH]2)C(=O)N1";"IC50";"'='";"76.0";"nM";"7.12";"";"";"UO_0000065";"31.19";"0.57";"5.43";"11.49";"0";"CHEMBL6077521";"Binding affinity to CRBN (unknown origin) expressed in HEK293 cells incubated for 30 mins in presence of tracer by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6074698";"1";"Scientific Literature";"ACS Med Chem Lett";"2024";"None";"TIME = 0.5 hr";"BINDING AGENT";"";"0.076"
"CHEMBL5765951";"";"None";"224.26";"0";"2.27";"BDBM588288";"CN1C(=O)Cc2ccc(-c3ccncc3)cc21";"IC50";"'>'";"300000.0";"nM";"";"Outside typical range";"1237115";"UO_0000065";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"300000.0"
"CHEMBL5969354";"";"None";"301.35";"0";"0.84";"BDBM594664";"CC(C(=O)N1CCC2(CCC(=O)NC2=O)C1)c1cccnc1";"kon";"'='";"";"";"";"";"1260332";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5795338";"";"None";"303.32";"0";"0.50";"BDBM594665";"COC(=O)c1cccc(N2CCC3(CCC(=O)NC3=O)C2)n1";"Kd";"'='";"1.0";"nM";"9.00";"";"1260333";"UO_0000065";"29.67";"0.56";"8.50";"10.16";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"1.0"
"CHEMBL5825208";"";"None";"508.50";"1";"4.89";"BDBM562155";"CNC(=O)c1ccc2c(c1)nc(Cc1ccc(C(F)(F)F)cc1OC)n2-c1ccc2c(c1)CCC(=O)N2";"Kd";"'='";"17.0";"nM";"7.77";"";"1187622";"UO_0000065";"15.28";"0.29";"2.88";"9.11";"0";"CHEMBL5738275";"Â Fluorescence Direct Binding Protocol: Process 1) Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content 2) Titration measurements of the protein against ligand by at least 12 titration steps to obtain a good s-curve fit 3) Repeat the same titration measurements with the ligand alone to enable correction 4) Check the stability of the protein once by titration against DMSO alone 5) Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of a UV-spectrophotometer 6) Use Excel template for the correction of the measured raw data 7) Use GraphPad Prism software for the quadratic binding fit and the Kd evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729219";"37";"BindingDB Patent Bioactivity Data";"";"2022";"None";"";"";"";"17.0"
"CHEMBL5865549";"";"None";"439.48";"0";"3.53";"BDBM562156";"CNC(=O)c1ccc2c(c1)nc(-c1cccnc1C(C)=O)n2-c1ccc2c(c1)CCC(=O)N2";"kon";"'='";"";"";"";"";"1187623";"";"";"";"";"";"0";"CHEMBL5738275";"Â Fluorescence Direct Binding Protocol: Process 1) Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content 2) Titration measurements of the protein against ligand by at least 12 titration steps to obtain a good s-curve fit 3) Repeat the same titration measurements with the ligand alone to enable correction 4) Check the stability of the protein once by titration against DMSO alone 5) Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of a UV-spectrophotometer 6) Use Excel template for the correction of the measured raw data 7) Use GraphPad Prism software for the quadratic binding fit and the Kd evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729219";"37";"BindingDB Patent Bioactivity Data";"";"2022";"None";"";"";"";""
