"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5567766";"";"None";"802.85";"3";"5.50";"10";"CN(CCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)C[C@H]1CC[C@H](n2cc3cc(NC(=O)c4cccc(C(F)(F)F)n4)c(C(C)(C)O)cc3n2)CC1";"IC50";"'='";"62.0";"nM";"7.21";"";"";"UO_0000065";"8.98";"0.17";"1.71";"4.03";"0";"CHEMBL5525798";"Binding affinity to CRBN (unknown origin) by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"OCI-Ly10";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5523727";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"BINDING AGENT";"";"62.0"
"CHEMBL5567792";"";"None";"816.88";"3";"5.52";"11";"CN(CCCN(C)c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)C[C@H]1CC[C@H](n2cc3cc(NC(=O)c4cccc(C(F)(F)F)n4)c(C(C)(C)O)cc3n2)CC1";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"8.20";"0.16";"1.18";"3.94";"0";"CHEMBL5525798";"Binding affinity to CRBN (unknown origin) by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"OCI-Ly10";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5523727";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"BINDING AGENT";"";"200.0"
"CHEMBL5561819";"";"None";"801.87";"2";"6.02";"12";"CN(CCCCc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)C[C@H]1CC[C@H](n2cc3cc(NC(=O)c4cccc(C(F)(F)F)n4)c(C(C)(C)O)cc3n2)CC1";"IC50";"'='";"91.0";"nM";"7.04";"";"";"UO_0000065";"8.78";"0.17";"1.02";"4.22";"0";"CHEMBL5525798";"Binding affinity to CRBN (unknown origin) by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"OCI-Ly10";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5523727";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"BINDING AGENT";"";"91.0"
"CHEMBL5561380";"";"None";"884.96";"3";"6.19";"20";"CC(C)(O)c1cc2nn([C@H]3CC[C@H](CN4CCC(O[C@H]5C[C@H](Nc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)CC4)CC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1";"IC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"8.57";"0.16";"1.40";"4.03";"0";"CHEMBL5525798";"Binding affinity to CRBN (unknown origin) by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"OCI-Ly10";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5523727";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"BINDING AGENT";"";"26.0"
"CHEMBL5561818";"";"None";"871.98";"3";"7.08";"33";"CC(C)(O)c1cc2nc([C@H]3CC[C@H](CN4CC5(CC(CCNc6cccc7c6C(=O)N([C@H]6CCC(=O)NC6=O)C7=O)C5)C4)CC3)sc2cc1NC(=O)c1cccc(C(F)(F)F)n1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"9.77";"0.19";"1.44";"4.90";"0";"CHEMBL5525798";"Binding affinity to CRBN (unknown origin) by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"OCI-Ly10";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5523727";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"BINDING AGENT";"";"3.0"
"CHEMBL5422157";"";"None";"809.44";"2";"6.51";"Pro-6";"Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCN1CCC(c3ccc4c(c3)CN(C3CCC(=O)NC3=O)C4=O)CC1)c1nnc(C)n1-2";"IC50";"'='";"8.9";"nM";"8.05";"";"";"UO_0000065";"9.95";"0.19";"1.54";"5.67";"0";"CHEMBL5379637";"Binding affinity to Nano-Luc fused CRBN (unknown origin) expressed in digitonin-permeabilized HEK293 cells incubated for 10 mins by NanoBRET target engagement assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5376000";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.1667 hr";"BINDING AGENT";"";"8.9"
"CHEMBL5399086";"";"None";"732.27";"2";"6.18";"Pro-7";"Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(Cc3ccc4c(c3)CN(C3CCC(=O)NC3=O)C4=O)cc1)c1nnc(C)n1-2";"IC50";"'='";"11.7";"nM";"7.93";"";"";"UO_0000065";"10.83";"0.21";"1.75";"5.72";"0";"CHEMBL5379637";"Binding affinity to Nano-Luc fused CRBN (unknown origin) expressed in digitonin-permeabilized HEK293 cells incubated for 10 mins by NanoBRET target engagement assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5376000";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.1667 hr";"BINDING AGENT";"";"11.7"
"CHEMBL5397580";"";"None";"250.32";"0";"1.41";"14r";"Nc1cccc(SCC2CCC(=O)NC2=O)c1";"Ki";"'='";"3100.0";"nM";"5.51";"";"";"UO_0000065";"22.01";"0.44";"4.10";"7.63";"0";"CHEMBL5355404";"Binding affinity to human CRBN thalidomide binding domain assessed as inhibition constant by microscale thermophoresis analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352463";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"";"BINDING AGENT";"";"3.1"
"CHEMBL5207839";"";"None";"576.61";"1";"2.91";"CN0; 3";"NC(=O)c1cccc2cn(-c3ccc(C4CCCN(c5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)C4)cc3)nc12";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL5118103";"Binding affinity to CRBN in human MDA-MB-231 cells measured by thermal shift assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-231";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5113490";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"BINDING AGENT";"Active";""
"CHEMBL5272173";"";"None";"845.91";"2";"2.74";"PROTAC 121";"CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ccc1C(=O)N[C@H]1CC[C@H](C(=O)NCCOCCNC(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1";"Kd";"'='";"490.0";"nM";"6.31";"";"";"UO_0000065";"7.46";"0.14";"3.57";"2.60";"0";"CHEMBL5242543";"Binding affinity to CRBN (unknown origin) by Tr-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241095";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"BINDING AGENT";"";"490.0"
"CHEMBL5423420";"";"None";"1084.17";"None";"None";"AK-2292Me";"CN(CCCC#Cc1cccc2c1CN(C1CCC(=O)N(C)C1=O)C2=O)C(=O)CCN(C(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1cc2cc(C(F)(F)P(=O)(O)O)ccc2s1)C(C)(C)C)c1ccc(-c2nccs2)cc1";"Ki";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5382003";"Binding affinity to GST-tagged wild type human CRBN assessed as inhibition constant by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5380794";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"";"";"5000.0"
"CHEMBL468";"THALIDOMIDE";"4.0";"258.23";"0";"0.09";"Thalidomide";"O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1";"Kd";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"25.57";"0.47";"6.51";"7.90";"0";"CHEMBL5620823";"Binding affinity to CRBN (unknown origin) assessed as dissociation constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5620349";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"";"BINDING AGENT";"";"250.0"
"CHEMBL4466169";"";"None";"289.34";"0";"0.74";"14";"O=C1CCC(Nc2ccccc2N2CCOCC2)C(=O)N1";"Kd";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"17.28";"0.33";"4.26";"7.08";"0";"CHEMBL4402335";"Displacement of (-)-thalidomide-alexa fluor/pomalidomide-fluorescein conjugated probe from DDBI fused CRBN (unknown origin) measured after 60 mins by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400575";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";"";"";"10.0"
"CHEMBL5419339";"";"None";"862.04";"1";"4.33";"2";"CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(OCCCCCNc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL5344814";"Induction of CRBN degradation in human MCF7 cells by western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5344409";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"";"";"Not active";""
"CHEMBL182442";"";"None";"274.23";"0";"-0.21";"5-OH-Thal";"O=C1CCC(N2C(=O)c3ccc(O)cc3C2=O)C(=O)N1";"IC50";"'='";"376.0";"nM";"6.42";"";"";"UO_0000065";"23.43";"0.44";"6.63";"6.19";"0";"CHEMBL5256274";"Displacement of fluorescent tracer from NanoLuc-tagged CRBN (unknown origin) by NanoBRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252640";"1";"Scientific Literature";"RSC Med Chem";"2023";"None";"";"BINDING AGENT";"";"376.0"
"CHEMBL296118";"";"None";"259.26";"0";"0.03";"7-NH2-EM12";"Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"21.36";"0.40";"5.51";"5.99";"0";"CHEMBL5256274";"Displacement of fluorescent tracer from NanoLuc-tagged CRBN (unknown origin) by NanoBRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252640";"1";"Scientific Literature";"RSC Med Chem";"2023";"None";"";"BINDING AGENT";"";"2.9"
"CHEMBL5438915";"";"None";"189.21";"0";"1.21";"PG";"O=C1CCC(c2ccccc2)C(=O)N1";"IC50";"'='";"2191.0";"nM";"5.66";"";"";"UO_0000065";"29.91";"0.55";"4.45";"12.26";"1";"CHEMBL5504463";"Inhibition of CRBN (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500406";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"INHIBITOR";"";"2.191"
"CHEMBL3693969";"";"None";"476.38";"0";"4.53";"MI-2103";"CNC(=O)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F";"IC50";"'>'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4323221";"Binding affinity to cereblon in human RV4:11/IRMI-2 cells harboring p53 hotspot mutation Y236H/R249G assessed as cell growth inhibition measured after 4 days";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4321819";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"10.0"
"CHEMBL4449512";"";"None";"774.72";"2";"6.07";"MG-277";"O=C1CCC(N2Cc3c(CCCCCNC(=O)[C@@H]4NC5(CCCCC5)[C@@]5(C(=O)Nc6cc(Cl)ccc65)[C@H]4c4cccc(Cl)c4F)cccc3C2=O)C(=O)N1";"IC50";"'='";"418.9";"nM";"6.38";"";"";"UO_0000065";"8.23";"0.16";"0.31";"4.67";"0";"CHEMBL4323233";"Binding affinity to cereblon in human MDA-MB-468 cells assessed as reduction in cell growth inhibition measured after 4 days in presence of 10 uM lenalidomide";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-468";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4321819";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3308424";"";"";"";"418.9"
"CHEMBL5555710";"";"None";"370.15";"0";"1.59";"8e";"O=C1CCC2(CC(c3ccccc3I)=NO2)C(=O)N1";"Ki";"'='";"11300.0";"nM";"4.95";"";"";"UO_0000065";"13.36";"0.36";"3.36";"7.30";"0";"CHEMBL5524487";"Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by Microscale thermophoresis assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5523700";"1";"Scientific Literature";"Eur J Med Chem";"2024";"None";"";"BINDING AGENT";"";"11.3"
"CHEMBL5590084";"";"None";"299.33";"0";"0.39";"12; TX-11-Me";"CN1Cc2cc3c(cc2C1)C(=O)N(C1CCC(=O)NC1=O)C3";"Ki";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"18.60";"0.35";"5.18";"7.99";"0";"CHEMBL5579174";"Binding affinity to GST-tagged wild-type human CRBN incubated for 3 hrs by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5576143";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 3.0 hr";"BINDING AGENT";"";"2.7"
"CHEMBL5575710";"";"None";"819.91";"3";"5.36";"34; CBPD-266";"CC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2[C@H]2CC[C@@H](CN3Cc4cc5c(cc4C3)C(=O)N(C3CCC(=O)NC3=O)C5=O)CC2)C1";"IC50";"'='";"2.8";"nM";"8.55";"";"";"UO_0000065";"10.43";"0.19";"3.19";"5.86";"0";"CHEMBL5545575";"Binding affinity to GST-tagged human CRBN by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5543112";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"DEGRADER";"";"2.8"
"CHEMBL4785363";"INOBRODIB";"1.0";"534.61";"2";"6.97";"4; CCS1477";"CO[C@H]1CC[C@H](n2c([C@@H]3CCCC(=O)N3c3ccc(F)c(F)c3)nc3cc(-c4c(C)noc4C)ccc32)CC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5517055";"Inhibition of biotinylated thalidomide binding to CRBN (40 to 442 residues) (unknown origin) incubated for 1 hrs by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5512685";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 1.0 hr";"";"";"100.0"
"CHEMBL5595151";"";"None";"303.32";"0";"0.66";"7";"CC(C)N1C(=O)NC(=O)C(C)(NC(=O)c2ccccc2)C1=O";"Ki";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL5577336";"Binding affinity to human CRBN TBD (319 to 425 residues) assessed as inhibition constant by MST assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5576087";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2024";"None";"";"";"Not active";""
"CHEMBL848";"LENALIDOMIDE";"4.0";"259.26";"0";"0.03";"Lenalidomide";"Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O";"Kd";"'='";"178.0";"nM";"6.75";"";"";"UO_0000065";"26.03";"0.49";"6.72";"7.30";"0";"CHEMBL5506183";"Binding affinity to CRBN (unknown origin) assessed as dissociation constant by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5505953";"1";"Scientific Literature";"Eur J Med Chem";"2024";"None";"";"BINDING AGENT";"";"178.0"
"CHEMBL43452";"POMALIDOMIDE";"4.0";"273.25";"0";"-0.33";"Pomalidomide";"Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O";"Kd";"'='";"157.0";"nM";"6.80";"";"";"UO_0000065";"24.90";"0.46";"7.13";"6.21";"0";"CHEMBL5506183";"Binding affinity to CRBN (unknown origin) assessed as dissociation constant by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5505953";"1";"Scientific Literature";"Eur J Med Chem";"2024";"None";"";"BINDING AGENT";"";"157.0"
"CHEMBL5428083";"";"None";"235.31";"0";"1.83";"14a";"O=C1CCC(CSc2ccccc2)C(=O)N1";"Ki";"'='";"7100.0";"nM";"5.15";"";"";"UO_0000065";"21.88";"0.44";"3.32";"11.15";"0";"CHEMBL5355404";"Binding affinity to human CRBN thalidomide binding domain assessed as inhibition constant by microscale thermophoresis analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352463";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"";"BINDING AGENT";"";"7.1"
"CHEMBL5435385";"";"None";"236.30";"0";"1.23";"14n";"O=C1CCC(CSc2ccccn2)C(=O)N1";"Ki";"'='";"7800.0";"nM";"5.11";"";"";"UO_0000065";"21.62";"0.44";"3.88";"8.65";"0";"CHEMBL5355404";"Binding affinity to human CRBN thalidomide binding domain assessed as inhibition constant by microscale thermophoresis analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352463";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"";"BINDING AGENT";"";"7.8"
"CHEMBL5437759";"";"None";"304.20";"0";"0.78";"6";"O=C1CCC(NC(=O)c2cc(F)c(F)c(F)c2F)C(=O)N1";"Ki";"'='";"30400.0";"nM";"4.52";"";"";"UO_0000065";"14.85";"0.29";"3.74";"6.00";"1";"CHEMBL5577336";"Binding affinity to human CRBN TBD (319 to 425 residues) assessed as inhibition constant by MST assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5576087";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2024";"None";"";"BINDING AGENT";"";"30.4"
"CHEMBL5408743";"";"None";"922.02";"2";"3.22";"PTD10";"C[C@H]1CN(C(=O)CNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1";"IC50";"'='";"107.0";"nM";"6.97";"";"";"UO_0000065";"7.56";"0.14";"3.75";"3.11";"0";"CHEMBL5342660";"Inhibition of CRBN in HEK293 cells using NanoGlo substrate incubated for 2 hrs by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5338787";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 2.0 hr";"INHIBITOR";"";"107.0"
"CHEMBL5420894";"";"None";"375.37";"0";"-0.72";"297";"O=C1CCC(N2Cc3ccc(S(=O)(=O)n4cncn4)cc3C2=O)C(=O)N1";"IC50";"'~'";"78.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5515863";"Inhibition of CRBN (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5512664";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"INHIBITOR";"";"78.0"
"CHEMBL4453217";"";"None";"275.30";"0";"1.39";"154";"CC(=O)CCc1ccc(OC2CCC(=O)NC2=O)cc1";"Kd";"'<='";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4402335";"Displacement of (-)-thalidomide-alexa fluor/pomalidomide-fluorescein conjugated probe from DDBI fused CRBN (unknown origin) measured after 60 mins by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400575";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";"";"";"10.0"
"CHEMBL4575643";"";"None";"248.28";"0";"0.94";"16";"COc1cccc(N(C)C2CCC(=O)NC2=O)c1";"Kd";"'<='";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4402335";"Displacement of (-)-thalidomide-alexa fluor/pomalidomide-fluorescein conjugated probe from DDBI fused CRBN (unknown origin) measured after 60 mins by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400575";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";"";"";"10.0"
"CHEMBL5074539";"";"None";"887.08";"2";"4.86";"13";"CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3nc(Nc4ccc(C(=O)NCCCN5CCC6(CC5)CCN(c5ccc(C7CCC(=O)NC7=O)cc5)CC6)cc4)nc4[nH]ccc34)cn2)C1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"8.82";"0.17";"2.96";"3.65";"0";"CHEMBL5050108";"Binding affinity to CRBN (unknown origin) measured by Fluorescent Polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046306";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"";"DEGRADER";"";"15.0"
"CHEMBL4639892";"";"None";"298.30";"0";"0.35";"24";"Nc1ccnc2c(C(=O)NC3CCC(=O)NC3=O)cccc12";"Ki";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"18.97";"0.35";"5.31";"4.95";"0";"CHEMBL4618786";"Binding affinity to CBRN (unknown origin) incubated for 60 mins by lenalidomide displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4616687";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";"";"";"";"2.2"
"CHEMBL5557630";"";"None";"864.87";"3";"6.75";"19";"CN(CCCO[C@H]1C[C@H](Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)C1)C[C@H]1CC[C@H](n2cc3cc(NC(=O)c4cccc(C(F)(F)F)n4)c(C(F)F)cc3n2)CC1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"8.81";"0.17";"0.87";"4.54";"0";"CHEMBL5525798";"Binding affinity to CRBN (unknown origin) by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"OCI-Ly10";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5523727";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"BINDING AGENT";"";"24.0"
